"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 11:40:17 GMT 2024","Sat Aug 17 11:40:23 GMT 2024","5507","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sat Aug 17 11:36:54 GMT 2024","Sat Aug 17 11:36:59 GMT 2024","5342","Webkit","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sat Aug 17 11:35:20 GMT 2024","Sat Aug 17 11:35:27 GMT 2024","7577","Firefox","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sat Aug 17 11:39:55 GMT 2024","Sat Aug 17 11:40:01 GMT 2024","6616","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 17 11:35:42 GMT 2024","Sat Aug 17 11:35:46 GMT 2024","4129","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 17 11:36:37 GMT 2024","Sat Aug 17 11:36:54 GMT 2024","16604","Webkit","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sat Aug 17 11:35:28 GMT 2024","Sat Aug 17 11:35:42 GMT 2024","14365","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sat Aug 17 11:34:57 GMT 2024","Sat Aug 17 11:35:00 GMT 2024","3525","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 17 11:35:00 GMT 2024","Sat Aug 17 11:35:14 GMT 2024","14392","Chromium","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sat Aug 17 11:37:54 GMT 2024","Sat Aug 17 11:38:11 GMT 2024","16657","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sat Aug 17 11:37:08 GMT 2024","Sat Aug 17 11:37:21 GMT 2024","13400","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sat Aug 17 11:35:14 GMT 2024","Sat Aug 17 11:35:18 GMT 2024","3516","Chromium","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sat Aug 17 11:36:07 GMT 2024","Sat Aug 17 11:36:17 GMT 2024","10499","Webkit","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sat Aug 17 11:36:32 GMT 2024","Sat Aug 17 11:36:37 GMT 2024","5165","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 17 11:40:01 GMT 2024","Sat Aug 17 11:40:17 GMT 2024","15857","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sat Aug 17 11:36:18 GMT 2024","Sat Aug 17 11:36:32 GMT 2024","14675","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sat Aug 17 11:37:21 GMT 2024","Sat Aug 17 11:37:25 GMT 2024","4020","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 17 11:37:39 GMT 2024","Sat Aug 17 11:37:42 GMT 2024","3616","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sat Aug 17 11:35:46 GMT 2024","Sat Aug 17 11:36:00 GMT 2024","14327","Firefox","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sat Aug 17 11:34:43 GMT 2024","Sat Aug 17 11:34:57 GMT 2024","13570","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sat Aug 17 11:37:25 GMT 2024","Sat Aug 17 11:37:39 GMT 2024","13832","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sat Aug 17 11:36:00 GMT 2024","Sat Aug 17 11:36:05 GMT 2024","4095","Firefox","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sat Aug 17 11:34:36 GMT 2024","Sat Aug 17 11:34:43 GMT 2024","6792","Chromium","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sat Aug 17 11:37:44 GMT 2024","Sat Aug 17 11:37:54 GMT 2024","10335","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sat Aug 17 11:37:01 GMT 2024","Sat Aug 17 11:37:07 GMT 2024","6471","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Register User",""
