"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3174","Submit the contact form successfully","Chromium","Mon Apr 20 04:34:50 UTC 2026","passed","Mon Apr 20 04:34:53 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","4329","View Category Products","Chromium","Mon Apr 20 04:34:56 UTC 2026","passed","Mon Apr 20 04:35:01 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","27796","Place Order: Register while Checkout","Webkit","Mon Apr 20 04:36:23 UTC 2026","passed","Mon Apr 20 04:36:51 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","3913","Verify Subscription in Cart page","Firefox","Mon Apr 20 04:35:42 UTC 2026","passed","Mon Apr 20 04:35:46 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","15049","Logout User","Webkit","Mon Apr 20 04:37:21 UTC 2026","passed","Mon Apr 20 04:37:36 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","2733","Search for a Product","Chromium","Mon Apr 20 04:34:55 UTC 2026","passed","Mon Apr 20 04:34:58 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","3948","Submit the contact form successfully","Firefox","Mon Apr 20 04:35:38 UTC 2026","passed","Mon Apr 20 04:35:42 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","4261","Verify All Products and product detail page","Webkit","Mon Apr 20 04:36:59 UTC 2026","passed","Mon Apr 20 04:37:03 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","4822","Verify Subscription in home page","Webkit","Mon Apr 20 04:36:52 UTC 2026","passed","Mon Apr 20 04:36:56 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","2825","Verify All Products and product detail page","Chromium","Mon Apr 20 04:34:55 UTC 2026","passed","Mon Apr 20 04:34:57 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","1755","Login User with incorrect email and password","Firefox","Mon Apr 20 04:35:58 UTC 2026","passed","Mon Apr 20 04:36:00 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","14321","Place Order: Register while Checkout","Chromium","Mon Apr 20 04:34:35 UTC 2026","passed","Mon Apr 20 04:34:50 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","2007","Verify Subscription in home page","Chromium","Mon Apr 20 04:34:53 UTC 2026","passed","Mon Apr 20 04:34:55 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","8880","Verify Product quantity in Cart","Webkit","Mon Apr 20 04:36:13 UTC 2026","passed","Mon Apr 20 04:36:22 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","9316","Remove Products From Cart","Webkit","Mon Apr 20 04:36:14 UTC 2026","passed","Mon Apr 20 04:36:23 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","4023","Verify Product quantity in Cart","Chromium","Mon Apr 20 04:34:31 UTC 2026","passed","Mon Apr 20 04:34:35 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","5087","Remove Products From Cart","Chromium","Mon Apr 20 04:34:31 UTC 2026","passed","Mon Apr 20 04:34:36 UTC 2026","Cart Tests","cart_product.spec.ts","",""
