"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 22 06:12:14 GMT 2024","Thu Aug 22 06:12:28 GMT 2024","13785","Firefox","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Thu Aug 22 06:12:30 GMT 2024","Thu Aug 22 06:12:40 GMT 2024","9886","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Thu Aug 22 06:15:59 GMT 2024","Thu Aug 22 06:16:17 GMT 2024","18066","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Thu Aug 22 06:11:28 GMT 2024","Thu Aug 22 06:11:36 GMT 2024","8023","Chromium","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Thu Aug 22 06:11:19 GMT 2024","Thu Aug 22 06:11:27 GMT 2024","8728","Chromium","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Thu Aug 22 06:12:06 GMT 2024","Thu Aug 22 06:12:11 GMT 2024","5162","Chromium","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Thu Aug 22 06:16:36 GMT 2024","Thu Aug 22 06:16:45 GMT 2024","8649","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Thu Aug 22 06:16:44 GMT 2024","Thu Aug 22 06:16:58 GMT 2024","13782","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Thu Aug 22 06:11:36 GMT 2024","Thu Aug 22 06:11:49 GMT 2024","13405","Chromium","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Thu Aug 22 06:16:36 GMT 2024","Thu Aug 22 06:16:48 GMT 2024","12182","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Thu Aug 22 06:14:54 GMT 2024","Thu Aug 22 06:15:34 GMT 2024","39763","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Thu Aug 22 06:11:43 GMT 2024","Thu Aug 22 06:11:55 GMT 2024","11672","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Thu Aug 22 06:11:55 GMT 2024","Thu Aug 22 06:12:13 GMT 2024","17907","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Thu Aug 22 06:15:51 GMT 2024","Thu Aug 22 06:16:04 GMT 2024","12667","Webkit","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Thu Aug 22 06:12:35 GMT 2024","Thu Aug 22 06:13:37 GMT 2024","61880","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
