"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9083","Remove Products From Cart","Webkit","Mon May 25 05:04:12 UTC 2026","passed","Mon May 25 05:04:22 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","27179","Place Order: Login before Checkout","Firefox","Mon May 25 05:03:26 UTC 2026","passed","Mon May 25 05:03:53 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","4589","Remove Products From Cart","Chromium","Mon May 25 05:02:37 UTC 2026","passed","Mon May 25 05:02:42 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","18325","Place Order: Register while Checkout","Firefox","Mon May 25 05:03:24 UTC 2026","passed","Mon May 25 05:03:42 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","3405","Search for a Product","Firefox","Mon May 25 05:03:49 UTC 2026","passed","Mon May 25 05:03:52 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","7166","Remove Products From Cart","Firefox","Mon May 25 05:03:18 UTC 2026","passed","Mon May 25 05:03:25 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","3543","Verify Subscription in home page","Firefox","Mon May 25 05:03:42 UTC 2026","passed","Mon May 25 05:03:46 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","16408","Place Order: Login before Checkout","Chromium","Mon May 25 05:02:42 UTC 2026","passed","Mon May 25 05:02:59 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","3870","Submit the contact form successfully","Firefox","Mon May 25 05:03:42 UTC 2026","passed","Mon May 25 05:03:46 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","2116","Login User with incorrect email and password","Firefox","Mon May 25 05:04:00 UTC 2026","passed","Mon May 25 05:04:02 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","7089","View Category Products","Webkit","Mon May 25 05:04:59 UTC 2026","passed","Mon May 25 05:05:06 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","12793","Add Products in Cart","Webkit","Mon May 25 05:04:09 UTC 2026","passed","Mon May 25 05:04:22 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","15223","Place Order: Register while Checkout","Chromium","Mon May 25 05:02:41 UTC 2026","passed","Mon May 25 05:02:56 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","2560","Verify All Products and product detail page","Chromium","Mon May 25 05:02:59 UTC 2026","passed","Mon May 25 05:03:01 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","2765","Login User with incorrect email and password","Webkit","Mon May 25 05:05:15 UTC 2026","passed","Mon May 25 05:05:18 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","8038","Login User with correct email and password","Chromium","Mon May 25 05:03:05 UTC 2026","passed","Mon May 25 05:03:13 UTC 2026","User Tests","user_test_suite.spec.ts","",""
