"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 24 00:49:32 GMT 2024","Sat Aug 24 00:49:54 GMT 2024","22460","Firefox","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sat Aug 24 00:52:04 GMT 2024","Sat Aug 24 00:52:24 GMT 2024","20045","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Sat Aug 24 00:52:16 GMT 2024","Sat Aug 24 00:52:26 GMT 2024","9752","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Sat Aug 24 00:51:06 GMT 2024","Sat Aug 24 00:51:18 GMT 2024","12237","Webkit","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Sat Aug 24 00:49:01 GMT 2024","Sat Aug 24 00:49:25 GMT 2024","24153","Firefox","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Sat Aug 24 00:51:41 GMT 2024","Sat Aug 24 00:51:58 GMT 2024","17458","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 24 00:47:27 GMT 2024","Sat Aug 24 00:47:37 GMT 2024","10153","Chromium","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Sat Aug 24 00:51:12 GMT 2024","Sat Aug 24 00:51:26 GMT 2024","14112","Webkit","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Sat Aug 24 00:52:48 GMT 2024","Sat Aug 24 00:53:02 GMT 2024","13408","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Sat Aug 24 00:50:49 GMT 2024","Sat Aug 24 00:51:23 GMT 2024","33483","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Sat Aug 24 00:53:02 GMT 2024","Sat Aug 24 00:53:06 GMT 2024","4469","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 24 00:50:52 GMT 2024","Sat Aug 24 00:51:00 GMT 2024","8296","Webkit","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Sat Aug 24 00:52:38 GMT 2024","Sat Aug 24 00:52:43 GMT 2024","4519","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Sat Aug 24 00:48:36 GMT 2024","Sat Aug 24 00:48:45 GMT 2024","8362","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Sat Aug 24 00:48:37 GMT 2024","Sat Aug 24 00:48:46 GMT 2024","9390","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Sat Aug 24 00:48:06 GMT 2024","Sat Aug 24 00:48:11 GMT 2024","5702","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sat Aug 24 00:49:56 GMT 2024","Sat Aug 24 00:50:52 GMT 2024","55879","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Sat Aug 24 00:48:01 GMT 2024","Sat Aug 24 00:48:19 GMT 2024","17135","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Sat Aug 24 00:53:05 GMT 2024","Sat Aug 24 00:53:20 GMT 2024","15076","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Logout User",""
"skipped","Sat Aug 24 00:50:52 GMT 2024","Sat Aug 24 00:50:52 GMT 2024","1","Webkit","contact_us.spec.ts","","","","Contact Us",""
