"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30256","Place Order: Register before Checkout","Webkit","Mon Apr 06 04:32:03 UTC 2026","passed","Mon Apr 06 04:32:33 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","5937","Register User with existing email","Firefox","Mon Apr 06 04:31:47 UTC 2026","passed","Mon Apr 06 04:31:53 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","21785","Place Order: Register while Checkout","Firefox","Mon Apr 06 04:31:01 UTC 2026","passed","Mon Apr 06 04:31:22 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","3766","Verify Subscription in home page","Firefox","Mon Apr 06 04:31:22 UTC 2026","passed","Mon Apr 06 04:31:26 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","20218","Search Products and Verify Cart After Login","Webkit","Mon Apr 06 04:32:42 UTC 2026","passed","Mon Apr 06 04:33:02 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","4139","Verify Subscription in Cart page","Firefox","Mon Apr 06 04:31:26 UTC 2026","passed","Mon Apr 06 04:31:30 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","6986","Verify Product quantity in Cart","Webkit","Mon Apr 06 04:31:54 UTC 2026","passed","Mon Apr 06 04:32:01 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","2756","Search for a Product","Chromium","Mon Apr 06 04:30:33 UTC 2026","passed","Mon Apr 06 04:30:36 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","6251","Logout User","Chromium","Mon Apr 06 04:30:45 UTC 2026","passed","Mon Apr 06 04:30:51 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","2794","Submit the contact form successfully","Chromium","Mon Apr 06 04:30:30 UTC 2026","passed","Mon Apr 06 04:30:33 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","2946","Login User with incorrect email and password","Webkit","Mon Apr 06 04:32:56 UTC 2026","passed","Mon Apr 06 04:32:59 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","3832","Search for a Product","Webkit","Mon Apr 06 04:32:39 UTC 2026","passed","Mon Apr 06 04:32:42 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","9090","Add Products in Cart","Firefox","Mon Apr 06 04:30:51 UTC 2026","passed","Mon Apr 06 04:31:00 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","2734","Verify Subscription in Cart page","Chromium","Mon Apr 06 04:30:33 UTC 2026","passed","Mon Apr 06 04:30:36 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","2301","Login User with incorrect email and password","Firefox","Mon Apr 06 04:31:40 UTC 2026","passed","Mon Apr 06 04:31:42 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","30165","Place Order: Register while Checkout","Webkit","Mon Apr 06 04:32:01 UTC 2026","passed","Mon Apr 06 04:32:31 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","21474","Login User with correct email and password","Webkit","Mon Apr 06 04:32:49 UTC 2026","passed","Mon Apr 06 04:33:11 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","6977","View Category Products","Firefox","Mon Apr 06 04:31:30 UTC 2026","passed","Mon Apr 06 04:31:37 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","4803","Verify Product quantity in Cart","Chromium","Mon Apr 06 04:30:09 UTC 2026","passed","Mon Apr 06 04:30:14 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","37719","Place Order: Login before Checkout","Webkit","Mon Apr 06 04:32:04 UTC 2026","passed","Mon Apr 06 04:32:41 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","7511","Remove Products From Cart","Webkit","Mon Apr 06 04:31:56 UTC 2026","passed","Mon Apr 06 04:32:03 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","8122","View Category Products","Webkit","Mon Apr 06 04:32:41 UTC 2026","passed","Mon Apr 06 04:32:49 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","4107","View Category Products","Chromium","Mon Apr 06 04:30:36 UTC 2026","passed","Mon Apr 06 04:30:40 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","10391","Add Products in Cart","Webkit","Mon Apr 06 04:31:51 UTC 2026","passed","Mon Apr 06 04:32:02 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","2978","Verify All Products and product detail page","Chromium","Mon Apr 06 04:30:33 UTC 2026","passed","Mon Apr 06 04:30:36 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","1349","Login User with incorrect email and password","Chromium","Mon Apr 06 04:30:43 UTC 2026","passed","Mon Apr 06 04:30:45 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","7061","Register User","Chromium","Mon Apr 06 04:30:36 UTC 2026","passed","Mon Apr 06 04:30:43 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","3897","Search for a Product","Firefox","Mon Apr 06 04:31:27 UTC 2026","passed","Mon Apr 06 04:31:31 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","9821","Register User with existing email","Webkit","Mon Apr 06 04:33:02 UTC 2026","passed","Mon Apr 06 04:33:12 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","8848","Logout User","Firefox","Mon Apr 06 04:31:42 UTC 2026","passed","Mon Apr 06 04:31:51 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","8515","Register User","Firefox","Mon Apr 06 04:31:31 UTC 2026","passed","Mon Apr 06 04:31:40 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","5231","Remove Products From Cart","Chromium","Mon Apr 06 04:30:10 UTC 2026","passed","Mon Apr 06 04:30:15 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","3487","Verify Subscription in Cart page","Webkit","Mon Apr 06 04:32:35 UTC 2026","passed","Mon Apr 06 04:32:39 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","9921","Search Products and Verify Cart After Login","Chromium","Mon Apr 06 04:30:36 UTC 2026","passed","Mon Apr 06 04:30:46 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","17463","Place Order: Login before Checkout","Chromium","Mon Apr 06 04:30:16 UTC 2026","passed","Mon Apr 06 04:30:33 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","16012","Place Order: Register before Checkout","Chromium","Mon Apr 06 04:30:15 UTC 2026","passed","Mon Apr 06 04:30:31 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","11709","Logout User","Webkit","Mon Apr 06 04:32:59 UTC 2026","passed","Mon Apr 06 04:33:11 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4612","Verify Subscription in home page","Webkit","Mon Apr 06 04:32:33 UTC 2026","passed","Mon Apr 06 04:32:38 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","4822","Register User with existing email","Chromium","Mon Apr 06 04:30:46 UTC 2026","passed","Mon Apr 06 04:30:51 UTC 2026","User Tests","user_test_suite.spec.ts","",""
