"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 14 20:57:41 GMT 2024","Wed Aug 14 20:57:43 GMT 2024","2504","Chromium","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Wed Aug 14 20:59:57 GMT 2024","Wed Aug 14 21:00:10 GMT 2024","12709","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 14 20:57:45 GMT 2024","Wed Aug 14 20:57:50 GMT 2024","5351","Firefox","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Wed Aug 14 20:57:12 GMT 2024","Wed Aug 14 20:57:25 GMT 2024","12932","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 14 20:58:07 GMT 2024","Wed Aug 14 20:58:21 GMT 2024","13404","Firefox","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Wed Aug 14 20:59:10 GMT 2024","Wed Aug 14 20:59:14 GMT 2024","3982","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Wed Aug 14 20:58:48 GMT 2024","Wed Aug 14 20:58:51 GMT 2024","3450","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Wed Aug 14 20:58:51 GMT 2024","Wed Aug 14 20:59:05 GMT 2024","13362","Webkit","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Wed Aug 14 20:59:44 GMT 2024","Wed Aug 14 20:59:47 GMT 2024","2856","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Wed Aug 14 20:57:25 GMT 2024","Wed Aug 14 20:57:27 GMT 2024","2788","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Wed Aug 14 21:00:13 GMT 2024","Wed Aug 14 21:00:27 GMT 2024","13514","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Wed Aug 14 20:57:27 GMT 2024","Wed Aug 14 20:57:41 GMT 2024","13433","Chromium","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Wed Aug 14 20:59:05 GMT 2024","Wed Aug 14 20:59:08 GMT 2024","3616","Webkit","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Wed Aug 14 20:58:25 GMT 2024","Wed Aug 14 20:58:34 GMT 2024","8664","Webkit","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Wed Aug 14 20:59:14 GMT 2024","Wed Aug 14 20:59:27 GMT 2024","13134","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 14 20:59:27 GMT 2024","Wed Aug 14 20:59:30 GMT 2024","3045","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Wed Aug 14 21:00:10 GMT 2024","Wed Aug 14 21:00:13 GMT 2024","3110","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Wed Aug 14 20:57:07 GMT 2024","Wed Aug 14 20:57:11 GMT 2024","4174","Chromium","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Wed Aug 14 20:59:48 GMT 2024","Wed Aug 14 20:59:57 GMT 2024","9116","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Wed Aug 14 20:58:35 GMT 2024","Wed Aug 14 20:58:48 GMT 2024","12819","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 14 20:58:04 GMT 2024","Wed Aug 14 20:58:07 GMT 2024","3141","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Wed Aug 14 21:00:27 GMT 2024","Wed Aug 14 21:00:30 GMT 2024","2853","Mobile Safari","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Wed Aug 14 20:59:30 GMT 2024","Wed Aug 14 20:59:44 GMT 2024","13586","Mobile Chrome","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Wed Aug 14 20:57:51 GMT 2024","Wed Aug 14 20:58:04 GMT 2024","13579","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 14 20:58:21 GMT 2024","Wed Aug 14 20:58:23 GMT 2024","2744","Firefox","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
