"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 00:51:44 GMT 2024","Tue Aug 27 00:52:17 GMT 2024","32957","Webkit","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Tue Aug 27 00:47:17 GMT 2024","Tue Aug 27 00:47:27 GMT 2024","10710","Chromium","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Tue Aug 27 00:50:05 GMT 2024","Tue Aug 27 00:50:37 GMT 2024","32199","Firefox","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Tue Aug 27 00:52:58 GMT 2024","Tue Aug 27 00:53:13 GMT 2024","15303","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Tue Aug 27 00:51:48 GMT 2024","Tue Aug 27 00:52:31 GMT 2024","42462","Webkit","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Tue Aug 27 00:47:16 GMT 2024","Tue Aug 27 00:47:26 GMT 2024","9712","Chromium","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"skipped","Tue Aug 27 00:53:18 GMT 2024","Tue Aug 27 00:53:18 GMT 2024","0","Microsoft Edge","contact_us.spec.ts","","","","Contact Us",""
"passed","Tue Aug 27 00:49:22 GMT 2024","Tue Aug 27 00:49:36 GMT 2024","13491","Firefox","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Tue Aug 27 00:53:40 GMT 2024","Tue Aug 27 00:53:54 GMT 2024","13443","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Tue Aug 27 00:47:44 GMT 2024","Tue Aug 27 00:47:57 GMT 2024","12772","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Tue Aug 27 00:51:22 GMT 2024","Tue Aug 27 00:51:37 GMT 2024","15418","Webkit","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Tue Aug 27 00:52:25 GMT 2024","Tue Aug 27 00:53:26 GMT 2024","60829","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Tue Aug 27 00:50:23 GMT 2024","Tue Aug 27 00:51:43 GMT 2024","80025","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Tue Aug 27 00:53:54 GMT 2024","Tue Aug 27 00:54:01 GMT 2024","7518","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Tue Aug 27 00:47:37 GMT 2024","Tue Aug 27 00:47:51 GMT 2024","14453","Chromium","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Tue Aug 27 00:48:21 GMT 2024","Tue Aug 27 00:48:35 GMT 2024","13974","Firefox","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Tue Aug 27 00:54:01 GMT 2024","Tue Aug 27 00:54:06 GMT 2024","4993","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Tue Aug 27 00:48:53 GMT 2024","Tue Aug 27 00:49:03 GMT 2024","9752","Firefox","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Tue Aug 27 00:52:49 GMT 2024","Tue Aug 27 00:53:16 GMT 2024","27157","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Tue Aug 27 00:48:11 GMT 2024","Tue Aug 27 00:48:34 GMT 2024","22957","Chromium","user_test_suite.spec.ts","User Tests","","","Logout User",""
"skipped","Tue Aug 27 00:50:38 GMT 2024","Tue Aug 27 00:50:38 GMT 2024","0","Webkit","contact_us.spec.ts","","","","Contact Us",""
"passed","Tue Aug 27 00:47:17 GMT 2024","Tue Aug 27 00:47:59 GMT 2024","42864","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Tue Aug 27 00:49:36 GMT 2024","Tue Aug 27 00:50:15 GMT 2024","38580","Firefox","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Tue Aug 27 00:49:03 GMT 2024","Tue Aug 27 00:49:12 GMT 2024","9606","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Tue Aug 27 00:49:42 GMT 2024","Tue Aug 27 00:49:47 GMT 2024","5224","Firefox","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Tue Aug 27 00:49:46 GMT 2024","Tue Aug 27 00:50:02 GMT 2024","16079","Webkit","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"skipped","Tue Aug 27 00:47:28 GMT 2024","Tue Aug 27 00:47:28 GMT 2024","0","Chromium","contact_us.spec.ts","","","","Contact Us",""
"passed","Tue Aug 27 00:47:27 GMT 2024","Tue Aug 27 00:47:58 GMT 2024","31867","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Tue Aug 27 00:50:03 GMT 2024","Tue Aug 27 00:51:42 GMT 2024","99614","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Tue Aug 27 00:53:42 GMT 2024","Tue Aug 27 00:54:01 GMT 2024","19910","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Tue Aug 27 00:53:12 GMT 2024","Tue Aug 27 00:53:44 GMT 2024","32396","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Tue Aug 27 00:49:24 GMT 2024","Tue Aug 27 00:49:42 GMT 2024","17500","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Tue Aug 27 00:53:22 GMT 2024","Tue Aug 27 00:53:53 GMT 2024","30502","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Tue Aug 27 00:47:59 GMT 2024","Tue Aug 27 00:48:15 GMT 2024","16465","Chromium","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Tue Aug 27 00:50:20 GMT 2024","Tue Aug 27 00:51:40 GMT 2024","80428","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Tue Aug 27 00:51:42 GMT 2024","Tue Aug 27 00:51:58 GMT 2024","15757","Webkit","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Tue Aug 27 00:48:36 GMT 2024","Tue Aug 27 00:49:03 GMT 2024","27037","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Tue Aug 27 00:48:01 GMT 2024","Tue Aug 27 00:48:11 GMT 2024","9180","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Tue Aug 27 00:49:12 GMT 2024","Tue Aug 27 00:49:36 GMT 2024","23929","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Tue Aug 27 00:48:38 GMT 2024","Tue Aug 27 00:49:21 GMT 2024","42660","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Tue Aug 27 00:47:35 GMT 2024","Tue Aug 27 00:47:44 GMT 2024","8996","Chromium","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Tue Aug 27 00:49:50 GMT 2024","Tue Aug 27 00:50:01 GMT 2024","11171","Webkit","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"skipped","Tue Aug 27 00:48:39 GMT 2024","Tue Aug 27 00:48:39 GMT 2024","0","Firefox","contact_us.spec.ts","","","","Contact Us",""
"passed","Tue Aug 27 00:52:17 GMT 2024","Tue Aug 27 00:52:34 GMT 2024","17303","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Tue Aug 27 00:52:52 GMT 2024","Tue Aug 27 00:53:14 GMT 2024","21785","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Tue Aug 27 00:53:32 GMT 2024","Tue Aug 27 00:53:40 GMT 2024","7754","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Tue Aug 27 00:48:25 GMT 2024","Tue Aug 27 00:48:37 GMT 2024","12290","Firefox","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Tue Aug 27 00:53:46 GMT 2024","Tue Aug 27 00:54:02 GMT 2024","15616","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Tue Aug 27 00:48:00 GMT 2024","Tue Aug 27 00:48:21 GMT 2024","21230","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Tue Aug 27 00:49:36 GMT 2024","Tue Aug 27 00:49:43 GMT 2024","6969","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Tue Aug 27 00:47:28 GMT 2024","Tue Aug 27 00:47:36 GMT 2024","8711","Chromium","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Tue Aug 27 00:51:38 GMT 2024","Tue Aug 27 00:51:48 GMT 2024","10111","Webkit","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Tue Aug 27 00:53:18 GMT 2024","Tue Aug 27 00:53:28 GMT 2024","10227","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Tue Aug 27 00:53:53 GMT 2024","Tue Aug 27 00:54:11 GMT 2024","17350","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Tue Aug 27 00:50:01 GMT 2024","Tue Aug 27 00:50:15 GMT 2024","13643","Webkit","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Tue Aug 27 00:53:02 GMT 2024","Tue Aug 27 00:53:12 GMT 2024","10084","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Tue Aug 27 00:52:34 GMT 2024","Tue Aug 27 00:52:52 GMT 2024","17450","Webkit","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Tue Aug 27 00:56:53 GMT 2024","Tue Aug 27 00:57:02 GMT 2024","9398","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Tue Aug 27 00:53:14 GMT 2024","Tue Aug 27 00:53:46 GMT 2024","32143","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Tue Aug 27 00:49:03 GMT 2024","Tue Aug 27 00:49:24 GMT 2024","20969","Firefox","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Tue Aug 27 00:51:50 GMT 2024","Tue Aug 27 00:52:06 GMT 2024","15562","Webkit","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Tue Aug 27 00:48:12 GMT 2024","Tue Aug 27 00:48:18 GMT 2024","5915","Chromium","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Tue Aug 27 00:47:57 GMT 2024","Tue Aug 27 00:48:22 GMT 2024","25036","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Tue Aug 27 00:53:28 GMT 2024","Tue Aug 27 00:53:42 GMT 2024","13101","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Tue Aug 27 00:47:51 GMT 2024","Tue Aug 27 00:48:12 GMT 2024","20643","Chromium","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Tue Aug 27 00:48:46 GMT 2024","Tue Aug 27 00:48:53 GMT 2024","7558","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Tue Aug 27 00:54:01 GMT 2024","Tue Aug 27 00:54:16 GMT 2024","14290","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Tue Aug 27 00:48:39 GMT 2024","Tue Aug 27 00:48:46 GMT 2024","6706","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Tue Aug 27 00:47:16 GMT 2024","Tue Aug 27 00:47:34 GMT 2024","17949","Chromium","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Tue Aug 27 00:47:17 GMT 2024","Tue Aug 27 00:48:01 GMT 2024","44332","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Tue Aug 27 00:51:58 GMT 2024","Tue Aug 27 00:52:44 GMT 2024","46050","Webkit","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Tue Aug 27 00:52:31 GMT 2024","Tue Aug 27 00:52:58 GMT 2024","26893","Webkit","user_test_suite.spec.ts","User Tests","","","Logout User",""
