"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17517","Search Products and Verify Cart After Login","Firefox","Mon Mar 30 10:01:32 UTC 2026","passed","Mon Mar 30 10:01:50 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","20589","Search Products and Verify Cart After Login","Webkit","Mon Mar 30 10:03:57 UTC 2026","passed","Mon Mar 30 10:04:18 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","2933","Verify Subscription in Cart page","Chromium","Mon Mar 30 10:00:29 UTC 2026","passed","Mon Mar 30 10:00:32 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","22030","Login User with correct email and password","Webkit","Mon Mar 30 10:04:18 UTC 2026","passed","Mon Mar 30 10:04:40 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","3888","Submit the contact form successfully","Webkit","Mon Mar 30 10:03:28 UTC 2026","passed","Mon Mar 30 10:03:32 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","3574","Verify All Products and product detail page","Chromium","Mon Mar 30 10:00:30 UTC 2026","passed","Mon Mar 30 10:00:34 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","2953","Login User with incorrect email and password","Webkit","Mon Mar 30 10:04:25 UTC 2026","passed","Mon Mar 30 10:04:28 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","2846","Submit the contact form successfully","Chromium","Mon Mar 30 10:00:25 UTC 2026","passed","Mon Mar 30 10:00:28 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","3518","Search for a Product","Chromium","Mon Mar 30 10:00:30 UTC 2026","passed","Mon Mar 30 10:00:34 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","22803","Place Order: Login before Checkout","Firefox","Mon Mar 30 10:01:06 UTC 2026","passed","Mon Mar 30 10:01:29 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","4488","Verify Subscription in Cart page","Webkit","Mon Mar 30 10:03:37 UTC 2026","passed","Mon Mar 30 10:03:41 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","10355","Logout User","Chromium","Mon Mar 30 10:00:42 UTC 2026","passed","Mon Mar 30 10:00:53 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","9019","Remove Products From Cart","Firefox","Mon Mar 30 10:00:56 UTC 2026","passed","Mon Mar 30 10:01:05 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","6404","Remove Products From Cart","Chromium","Mon Mar 30 10:00:02 UTC 2026","passed","Mon Mar 30 10:00:09 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","6561","Register User with existing email","Firefox","Mon Mar 30 10:03:19 UTC 2026","passed","Mon Mar 30 10:03:25 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4636","Verify All Products and product detail page","Webkit","Mon Mar 30 10:03:41 UTC 2026","passed","Mon Mar 30 10:03:46 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","7308","View Category Products","Firefox","Mon Mar 30 10:01:29 UTC 2026","passed","Mon Mar 30 10:01:36 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","5848","Register User with existing email","Chromium","Mon Mar 30 10:00:48 UTC 2026","passed","Mon Mar 30 10:00:54 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","6939","Add Products in Cart","Chromium","Mon Mar 30 10:00:02 UTC 2026","passed","Mon Mar 30 10:00:09 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","8799","Register User with existing email","Webkit","Mon Mar 30 10:04:40 UTC 2026","passed","Mon Mar 30 10:04:49 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","5007","Verify Subscription in home page","Webkit","Mon Mar 30 10:03:32 UTC 2026","passed","Mon Mar 30 10:03:37 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","4275","Verify Product quantity in Cart","Chromium","Mon Mar 30 10:00:02 UTC 2026","passed","Mon Mar 30 10:00:06 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","13885","Logout User","Webkit","Mon Mar 30 10:04:28 UTC 2026","passed","Mon Mar 30 10:04:42 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","3963","Verify Subscription in Cart page","Firefox","Mon Mar 30 10:01:24 UTC 2026","passed","Mon Mar 30 10:01:28 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","18529","Place Order: Register while Checkout","Chromium","Mon Mar 30 10:00:07 UTC 2026","passed","Mon Mar 30 10:00:25 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","29205","Place Order: Register before Checkout","Webkit","Mon Mar 30 10:02:09 UTC 2026","passed","Mon Mar 30 10:02:39 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","6021","View Category Products","Chromium","Mon Mar 30 10:00:32 UTC 2026","passed","Mon Mar 30 10:00:38 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","4204","Search for a Product","Firefox","Mon Mar 30 10:01:28 UTC 2026","passed","Mon Mar 30 10:01:33 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","11788","Logout User","Firefox","Mon Mar 30 10:01:42 UTC 2026","passed","Mon Mar 30 10:01:54 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4397","Submit the contact form successfully","Firefox","Mon Mar 30 10:01:20 UTC 2026","passed","Mon Mar 30 10:01:24 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","36647","Place Order: Login before Checkout","Webkit","Mon Mar 30 10:04:12 UTC 2026","passed","Mon Mar 30 10:04:49 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","7710","Remove Products From Cart","Webkit","Mon Mar 30 10:02:02 UTC 2026","passed","Mon Mar 30 10:02:09 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","3934","Verify Subscription in home page","Firefox","Mon Mar 30 10:01:24 UTC 2026","passed","Mon Mar 30 10:01:28 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","4319","Search for a Product","Webkit","Mon Mar 30 10:03:46 UTC 2026","passed","Mon Mar 30 10:03:50 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","8058","Add Products in Cart","Firefox","Mon Mar 30 10:00:50 UTC 2026","passed","Mon Mar 30 10:00:58 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","28806","Place Order: Register while Checkout","Webkit","Mon Mar 30 10:03:38 UTC 2026","passed","Mon Mar 30 10:04:07 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","17312","Register User","Webkit","Mon Mar 30 10:04:07 UTC 2026","passed","Mon Mar 30 10:04:25 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4145","Verify All Products and product detail page","Firefox","Mon Mar 30 10:01:28 UTC 2026","passed","Mon Mar 30 10:01:32 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","5741","Verify Product quantity in Cart","Webkit","Mon Mar 30 10:01:56 UTC 2026","passed","Mon Mar 30 10:02:02 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","9649","Login User with correct email and password","Chromium","Mon Mar 30 10:00:38 UTC 2026","passed","Mon Mar 30 10:00:48 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","10227","Login User with correct email and password","Firefox","Mon Mar 30 10:01:36 UTC 2026","passed","Mon Mar 30 10:01:46 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","14498","Search Products and Verify Cart After Login","Chromium","Mon Mar 30 10:00:34 UTC 2026","passed","Mon Mar 30 10:00:48 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","1932","Login User with incorrect email and password","Chromium","Mon Mar 30 10:00:40 UTC 2026","passed","Mon Mar 30 10:00:42 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","20260","Place Order: Register before Checkout","Chromium","Mon Mar 30 10:00:09 UTC 2026","passed","Mon Mar 30 10:00:29 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","6464","Register User","Chromium","Mon Mar 30 10:00:34 UTC 2026","passed","Mon Mar 30 10:00:40 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","6713","Register User","Firefox","Mon Mar 30 10:01:33 UTC 2026","passed","Mon Mar 30 10:01:39 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","21041","Place Order: Register while Checkout","Firefox","Mon Mar 30 10:00:59 UTC 2026","passed","Mon Mar 30 10:01:20 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","2333","Verify Subscription in home page","Chromium","Mon Mar 30 10:00:28 UTC 2026","passed","Mon Mar 30 10:00:30 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","7116","View Category Products","Webkit","Mon Mar 30 10:03:50 UTC 2026","passed","Mon Mar 30 10:03:57 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","20992","Place Order: Login before Checkout","Chromium","Mon Mar 30 10:00:09 UTC 2026","passed","Mon Mar 30 10:00:30 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","6613","Verify Product quantity in Cart","Firefox","Mon Mar 30 10:00:55 UTC 2026","passed","Mon Mar 30 10:01:02 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","10985","Add Products in Cart","Webkit","Mon Mar 30 10:01:53 UTC 2026","passed","Mon Mar 30 10:02:04 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","21904","Place Order: Register before Checkout","Firefox","Mon Mar 30 10:01:02 UTC 2026","passed","Mon Mar 30 10:01:24 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","2717","Login User with incorrect email and password","Firefox","Mon Mar 30 10:01:39 UTC 2026","passed","Mon Mar 30 10:01:42 UTC 2026","User Tests","user_test_suite.spec.ts","",""
