"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 21 21:12:54 GMT 2024","Wed Aug 21 21:13:18 GMT 2024","23612","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 21 21:10:57 GMT 2024","Wed Aug 21 21:11:06 GMT 2024","8168","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Wed Aug 21 21:16:56 GMT 2024","Wed Aug 21 21:17:11 GMT 2024","15261","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Wed Aug 21 21:16:11 GMT 2024","Wed Aug 21 21:16:45 GMT 2024","33700","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Wed Aug 21 21:15:46 GMT 2024","Wed Aug 21 21:15:54 GMT 2024","7801","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Wed Aug 21 21:11:36 GMT 2024","Wed Aug 21 21:11:48 GMT 2024","12662","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Wed Aug 21 21:16:11 GMT 2024","Wed Aug 21 21:16:17 GMT 2024","6041","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Wed Aug 21 21:11:33 GMT 2024","Wed Aug 21 21:12:25 GMT 2024","52492","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Wed Aug 21 21:16:52 GMT 2024","Wed Aug 21 21:17:08 GMT 2024","15947","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Wed Aug 21 21:13:23 GMT 2024","Wed Aug 21 21:13:41 GMT 2024","18348","Webkit","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Wed Aug 21 21:10:09 GMT 2024","Wed Aug 21 21:10:29 GMT 2024","19869","Chromium","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Wed Aug 21 21:16:30 GMT 2024","Wed Aug 21 21:16:51 GMT 2024","21004","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Wed Aug 21 21:11:10 GMT 2024","Wed Aug 21 21:11:17 GMT 2024","6164","Chromium","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Wed Aug 21 21:13:44 GMT 2024","Wed Aug 21 21:13:57 GMT 2024","13388","Webkit","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Wed Aug 21 21:13:43 GMT 2024","Wed Aug 21 21:15:04 GMT 2024","81786","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Wed Aug 21 21:11:19 GMT 2024","Wed Aug 21 21:11:31 GMT 2024","11802","Firefox","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Wed Aug 21 21:17:24 GMT 2024","Wed Aug 21 21:17:34 GMT 2024","9395","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Wed Aug 21 21:10:10 GMT 2024","Wed Aug 21 21:10:24 GMT 2024","13755","Chromium","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Wed Aug 21 21:15:11 GMT 2024","Wed Aug 21 21:15:23 GMT 2024","11948","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
