"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5071","Search for a Product","Webkit","2026-08-31","passed","2026-08-31","Product Page Test Suite","product_page.spec.ts","",""
"","22260","Place Order: Login before Checkout","Firefox","2026-08-31","passed","2026-08-31","Checkout Order Tests","checkout_order.spec.ts","",""
"","30065","Place Order: Register while Checkout","Webkit","2026-08-31","passed","2026-08-31","Checkout Order Tests","checkout_order.spec.ts","",""
"","9990","Login User with correct email and password","Firefox","2026-08-31","passed","2026-08-31","User Tests","user_test_suite.spec.ts","",""
"","2451","Submit the contact form successfully","Chromium","2026-08-31","passed","2026-08-31","Contact Us","contact_us.spec.ts","",""
"","8555","View Category Products","Webkit","2026-08-31","passed","2026-08-31","Product Page Test Suite","product_page.spec.ts","",""
"","7306","Remove Products From Cart","Webkit","2026-08-31","passed","2026-08-31","Cart Tests","cart_product.spec.ts","",""
"","5793","Add Products in Cart","Firefox","2026-08-31","passed","2026-08-31","Cart Tests","cart_product.spec.ts","",""
"","3262","Verify Subscription in home page","Firefox","2026-08-31","passed","2026-08-31","Email Subscription Tests","email_sub.spec.ts","",""
"","4704","Verify Subscription in home page","Webkit","2026-08-31","passed","2026-08-31","Email Subscription Tests","email_sub.spec.ts","",""
"","3380","Verify Subscription in Cart page","Firefox","2026-08-31","passed","2026-08-31","Email Subscription Tests","email_sub.spec.ts","",""
"","2829","Login User with incorrect email and password","Webkit","2026-08-31","passed","2026-08-31","User Tests","user_test_suite.spec.ts","",""
"","7050","Verify Product quantity in Cart","Webkit","2026-08-31","passed","2026-08-31","Cart Tests","cart_product.spec.ts","",""
"","19257","Place Order: Register while Checkout","Firefox","2026-08-31","passed","2026-08-31","Checkout Order Tests","checkout_order.spec.ts","",""
"","34663","Place Order: Login before Checkout","Webkit","2026-08-31","passed","2026-08-31","Checkout Order Tests","checkout_order.spec.ts","",""
"","2173","Verify Subscription in home page","Chromium","2026-08-31","passed","2026-08-31","Email Subscription Tests","email_sub.spec.ts","",""
"","5099","Remove Products From Cart","Chromium","2026-08-31","passed","2026-08-31","Cart Tests","cart_product.spec.ts","",""
"","7947","Logout User","Firefox","2026-08-31","passed","2026-08-31","User Tests","user_test_suite.spec.ts","",""
"","14028","Register User with existing email","Webkit","2026-08-31","passed","2026-08-31","User Tests","user_test_suite.spec.ts","",""
