"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 12:44:05 GMT 2024","Fri Aug 23 12:44:21 GMT 2024","15736","Firefox","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Fri Aug 23 12:48:48 GMT 2024","Fri Aug 23 12:49:08 GMT 2024","20554","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Fri Aug 23 12:44:17 GMT 2024","Fri Aug 23 12:45:20 GMT 2024","63457","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Fri Aug 23 12:49:38 GMT 2024","Fri Aug 23 12:49:57 GMT 2024","19570","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Fri Aug 23 12:48:00 GMT 2024","Fri Aug 23 12:48:48 GMT 2024","48287","Webkit","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Fri Aug 23 12:44:07 GMT 2024","Fri Aug 23 12:45:18 GMT 2024","70370","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Fri Aug 23 12:43:41 GMT 2024","Fri Aug 23 12:43:49 GMT 2024","8618","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Fri Aug 23 12:44:22 GMT 2024","Fri Aug 23 12:44:36 GMT 2024","13317","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Fri Aug 23 12:48:11 GMT 2024","Fri Aug 23 12:48:47 GMT 2024","36178","Webkit","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Fri Aug 23 12:44:36 GMT 2024","Fri Aug 23 12:44:58 GMT 2024","22141","Firefox","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Fri Aug 23 12:42:55 GMT 2024","Fri Aug 23 12:43:40 GMT 2024","44220","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Fri Aug 23 12:49:13 GMT 2024","Fri Aug 23 12:49:21 GMT 2024","8305","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Fri Aug 23 12:49:39 GMT 2024","Fri Aug 23 12:49:57 GMT 2024","17759","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Fri Aug 23 12:43:39 GMT 2024","Fri Aug 23 12:43:57 GMT 2024","17882","Chromium","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Fri Aug 23 12:43:15 GMT 2024","Fri Aug 23 12:43:25 GMT 2024","10121","Chromium","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Fri Aug 23 12:44:01 GMT 2024","Fri Aug 23 12:44:16 GMT 2024","14953","Firefox","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Fri Aug 23 12:43:23 GMT 2024","Fri Aug 23 12:43:39 GMT 2024","16235","Chromium","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Fri Aug 23 12:45:53 GMT 2024","Fri Aug 23 12:46:01 GMT 2024","8598","Firefox","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"skipped","Fri Aug 23 12:47:41 GMT 2024","Fri Aug 23 12:47:41 GMT 2024","0","Webkit","contact_us.spec.ts","","","","Contact Us",""
"passed","Fri Aug 23 12:49:10 GMT 2024","Fri Aug 23 12:49:39 GMT 2024","29425","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Fri Aug 23 12:45:47 GMT 2024","Fri Aug 23 12:46:08 GMT 2024","21236","Firefox","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Fri Aug 23 12:42:55 GMT 2024","Fri Aug 23 12:43:14 GMT 2024","18764","Chromium","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Fri Aug 23 12:47:58 GMT 2024","Fri Aug 23 12:48:11 GMT 2024","13074","Webkit","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Fri Aug 23 12:49:25 GMT 2024","Fri Aug 23 12:49:38 GMT 2024","12733","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Fri Aug 23 12:43:40 GMT 2024","Fri Aug 23 12:43:58 GMT 2024","17994","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Fri Aug 23 12:43:38 GMT 2024","Fri Aug 23 12:43:56 GMT 2024","18210","Chromium","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Fri Aug 23 12:48:52 GMT 2024","Fri Aug 23 12:49:10 GMT 2024","17749","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Fri Aug 23 12:49:41 GMT 2024","Fri Aug 23 12:50:00 GMT 2024","18621","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Fri Aug 23 12:48:01 GMT 2024","Fri Aug 23 12:48:27 GMT 2024","26415","Webkit","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Fri Aug 23 12:49:21 GMT 2024","Fri Aug 23 12:49:34 GMT 2024","13064","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Fri Aug 23 12:47:48 GMT 2024","Fri Aug 23 12:48:02 GMT 2024","14367","Webkit","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Fri Aug 23 12:43:06 GMT 2024","Fri Aug 23 12:43:39 GMT 2024","32499","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Fri Aug 23 12:44:58 GMT 2024","Fri Aug 23 12:45:34 GMT 2024","35897","Firefox","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Fri Aug 23 12:48:44 GMT 2024","Fri Aug 23 12:49:02 GMT 2024","18179","Webkit","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Fri Aug 23 12:48:46 GMT 2024","Fri Aug 23 12:48:56 GMT 2024","9534","Webkit","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Fri Aug 23 12:44:01 GMT 2024","Fri Aug 23 12:44:28 GMT 2024","27300","Firefox","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
