"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21396","Place Order: Login before Checkout","Firefox","Mon Apr 27 04:41:10 UTC 2026","passed","Mon Apr 27 04:41:32 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","4207","Verify All Products and product detail page","Webkit","Mon Apr 27 04:42:37 UTC 2026","passed","Mon Apr 27 04:42:41 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","3583","Verify Product quantity in Cart","Chromium","Mon Apr 27 04:40:20 UTC 2026","passed","Mon Apr 27 04:40:23 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","17442","Place Order: Login before Checkout","Chromium","Mon Apr 27 04:40:25 UTC 2026","passed","Mon Apr 27 04:40:42 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","7771","Logout User","Firefox","Mon Apr 27 04:41:47 UTC 2026","passed","Mon Apr 27 04:41:54 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4014","Search for a Product","Webkit","Mon Apr 27 04:42:40 UTC 2026","passed","Mon Apr 27 04:42:44 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","7129","Add Products in Cart","Firefox","Mon Apr 27 04:40:58 UTC 2026","passed","Mon Apr 27 04:41:05 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","2565","Login User with incorrect email and password","Firefox","Mon Apr 27 04:41:44 UTC 2026","passed","Mon Apr 27 04:41:47 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","3292","Verify Subscription in home page","Firefox","Mon Apr 27 04:41:29 UTC 2026","passed","Mon Apr 27 04:41:33 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","7755","Login User with correct email and password","Chromium","Mon Apr 27 04:40:48 UTC 2026","passed","Mon Apr 27 04:40:56 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","33250","Place Order: Login before Checkout","Webkit","Mon Apr 27 04:42:11 UTC 2026","passed","Mon Apr 27 04:42:44 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","10806","Register User with existing email","Firefox","Mon Apr 27 04:41:49 UTC 2026","passed","Mon Apr 27 04:42:00 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","17238","Login User with correct email and password","Webkit","Mon Apr 27 04:42:48 UTC 2026","passed","Mon Apr 27 04:43:05 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","6695","Logout User","Chromium","Mon Apr 27 04:40:53 UTC 2026","passed","Mon Apr 27 04:40:59 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4947","Add Products in Cart","Chromium","Mon Apr 27 04:40:19 UTC 2026","passed","Mon Apr 27 04:40:24 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","2538","Verify All Products and product detail page","Chromium","Mon Apr 27 04:40:42 UTC 2026","passed","Mon Apr 27 04:40:45 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","6914","Remove Products From Cart","Webkit","Mon Apr 27 04:42:03 UTC 2026","passed","Mon Apr 27 04:42:10 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","7801","Register User","Firefox","Mon Apr 27 04:41:36 UTC 2026","passed","Mon Apr 27 04:41:44 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","2563","Verify Subscription in Cart page","Chromium","Mon Apr 27 04:40:42 UTC 2026","passed","Mon Apr 27 04:40:44 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","7936","Remove Products From Cart","Firefox","Mon Apr 27 04:41:02 UTC 2026","passed","Mon Apr 27 04:41:10 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","2534","Search for a Product","Chromium","Mon Apr 27 04:40:42 UTC 2026","passed","Mon Apr 27 04:40:45 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","3858","View Category Products","Chromium","Mon Apr 27 04:40:44 UTC 2026","passed","Mon Apr 27 04:40:48 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","31140","Place Order: Register while Checkout","Webkit","Mon Apr 27 04:42:01 UTC 2026","passed","Mon Apr 27 04:42:32 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","9779","Search Products and Verify Cart After Login","Chromium","Mon Apr 27 04:40:45 UTC 2026","passed","Mon Apr 27 04:40:54 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","4438","Verify Subscription in home page","Webkit","Mon Apr 27 04:42:32 UTC 2026","passed","Mon Apr 27 04:42:37 UTC 2026","Email Subscription Tests","email_sub.spec.ts","",""
"","9921","Login User with correct email and password","Firefox","Mon Apr 27 04:41:39 UTC 2026","passed","Mon Apr 27 04:41:49 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","4425","Remove Products From Cart","Chromium","Mon Apr 27 04:40:20 UTC 2026","passed","Mon Apr 27 04:40:24 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","14196","Search Products and Verify Cart After Login","Firefox","Mon Apr 27 04:41:36 UTC 2026","passed","Mon Apr 27 04:41:50 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","20813","Place Order: Register before Checkout","Firefox","Mon Apr 27 04:41:08 UTC 2026","passed","Mon Apr 27 04:41:29 UTC 2026","Checkout Order Tests","checkout_order.spec.ts","",""
"","14650","Logout User","Webkit","Mon Apr 27 04:43:00 UTC 2026","passed","Mon Apr 27 04:43:15 UTC 2026","User Tests","user_test_suite.spec.ts","",""
"","3765","Search for a Product","Firefox","Mon Apr 27 04:41:33 UTC 2026","passed","Mon Apr 27 04:41:36 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","6011","View Category Products","Firefox","Mon Apr 27 04:41:33 UTC 2026","passed","Mon Apr 27 04:41:39 UTC 2026","Product Page Test Suite","product_page.spec.ts","",""
"","6058","Verify Product quantity in Cart","Firefox","Mon Apr 27 04:41:02 UTC 2026","passed","Mon Apr 27 04:41:08 UTC 2026","Cart Tests","cart_product.spec.ts","",""
"","3963","Submit the contact form successfully","Firefox","Mon Apr 27 04:41:25 UTC 2026","passed","Mon Apr 27 04:41:29 UTC 2026","Contact Us","contact_us.spec.ts","",""
"","1660","Login User with incorrect email and password","Chromium","Mon Apr 27 04:40:51 UTC 2026","passed","Mon Apr 27 04:40:53 UTC 2026","User Tests","user_test_suite.spec.ts","",""
